status,city,state,country,classification,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,reason_for_recall_simplified,recall_initiation_date,center_classification_date,report_date,code_info,termination_date
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1503-2016,"Chef's Quality Canola Frying Oil for Heavy Duty Frying, Net Wt. 35 LBS (15.87 KG), Distributed by: R.D. Enterprises, Inc., College Point, NY 11356, UPC 7 60695 00938 1",Unknown,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22, ,2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1495-2016,"Oasis Foods Soybean Oil, Net Wt. 35 LB (15.88), Distributed by Oasis Foods, Inc. Hillside, NJ 07205, UPC 7 32146 11099 1","11,338 Containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOSB02OA, Lot #'s 01272016, 01282016, 01302016, 02012016 and 02022016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1500-2016,"Chef's Quality Creamy Liquid Fry Oil, Net Wt. 35 LBS (15.87 kg), Distributed by: R.D. Enterprises, Inc., College Point, NY 11356, UPC 7 60695 00482 9","8,399 containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCR02QB, Lot #'s 01262016, 01272016, 01292016, 02022016 and 020420016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1498-2016,"Oasis Foods Soybean Cooking & Frying Oil, Net Wt. 35 LB (15.88), Manufactured d by Oasis Foods Company. Hillside, NJ 07205, UPC 7 32146 11212 4","9,207 Containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOSF02OA, Lot #'s 01262016, 01282016, 01292016, 01302016, 02012016 and 02032016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1501-2016,"Chef's Quality Soybean Oil, Net Wt. 35 LBS (15.87 kg), Distributed by: RD/JET LLC, 15-24 132nd Street, College Point, NY 11356, UPC 7 60695 00931 2","3,557 Containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOSB02QB, Lot #01302016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1493-2016,"Masbia Canola Oil, Net Wt. 35 LB (15.88), Distributed by Dependable Food Corp, Edison, NJ 08817, UPC 7 32146 50866 8","1,200 containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOCA022M, Lot #01262016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1499-2016,"Chef's Quality Clear Liquid Shortening, Net Wt. 35 LBS (15.87 kg), Distributed by: R.D. Enterprises, Inc., College Point, NY 11356, UPC 7 60695 00481 2","18,690 containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCL02QB, Lot #'s 01262016, 01272016, 01292016, 01302016, 02022016, 020420016 and 02052016. ",2017-06-27
Terminated,Port Washington,NY,United States,1,80995,Confidence Inc./Confidence U.S.A. Inc.,138 Haven Ave,,11050-3924,Voluntary: Firm Initiated,Letter,"NY, MI, TN, FL, IL, WI, NJ, MD, TX, CA, VA, LA, MS, WA, SC, OH, NV, NE, PA, HI,",F-1971-2018,"FP0191, Confidence, Bone-Lock WITHGENISTEIN AND CHLOROPHYLL, A Dietary Supplement, 60 tablets per bottle, UPC: 8 92483 00145 8",538 bottles,"Product contains undeclared ingredients, Hydroxypropyl Methylcellulose (HPMC), Titanium Dioxide, Polyethylene Glycol (PEG).",Polyethylene,2018-09-04,2018-09-21,2018-10-03,Lot# 090616 ,2019-11-05
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1494-2016,"Oasis Foods Canola Oil, Net Wt. 35 LB (15.88), Distributed by Oasis Foods, Inc. Hillside, NJ 07205, UPC 7 32146 10841 7",60 Containers,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOCA02OA, Lot #01292016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1488-2016,"Oasis Foods Canola Fry Shortening, Net Wt. 35 LB (15.88), Distributed by: Oasis Foods, Inc. Hillside, NJ 07205, UPC 7 32146 10378 8","6,443 containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCF020A - Lot #'s 01292016, 01302016 and 02092016;  Product Code: FLCF02QB- Lot #'s 01282016, 01292016, 02032016 and 02042016 ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1506-2016,"Silver Source Creamy Fry Oil, Net Wt. 35 LB (15.88 kg), Distributed by: Performance Food Group, Richmond, VA 23238, UPC 00806795022360",360 Containers,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCR023Y, Lot #01272016 and Product Code: TMCX023Y, Lot #01282016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1504-2016,"Chef's Quality 100% Canola Oil, Net Wt. 35 LBS (15.87 kg), Distributed by: R.D. Enterprises, Inc., College Point, NY 11356, UPC 7 60695 00935  0","4,339 Containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOCA02QB, Lot #'s 01282016, 01292016, 01302016, 02022016 and 02032016. ",2017-06-27
Terminated,Milwaukee,WI,United States,2,89202,"Sant' Elia Operations, LLC",7225 W Marcia Rd,,53223-3361,Voluntary: Firm Initiated,E-Mail,WI,F-0353-2022,"Tuna, raw sold at meat counter and wrapped in butcher paper at point of purchase.",less than 8 lbs.,Tuna tested above 50 ppm histamine.,Histamine,2021-10-26,2021-12-28,2022-01-05,use within 4 days ,2021-12-28
Terminated,Philadelphia,PA,United States,2,78937,"Claudio Wholesale, Inc. (DBA) Claudio Specialty Foods",926 S 9th St,,19147-3939,Voluntary: Firm Initiated,Telephone,PA,F-0700-2018,"Sapori di Mare Colatura di Alici di Cetura; Anchovy Sauce; 100 ml,   Lot #'s 03/2017 or 09/2017.","216 cs, 12 units/case Imported from IASA SRL, Pellezzano, Italy",Claudio Specialty Foods is recalling anchovy sauce after receiving a telephone call from their supplier notifying them that the product was found to contain high levels of histamine.,Histamine,2018-01-10,2018-02-01,2018-02-07,Lot #'s. 3/2017 or 09/2017 ,2018-02-12
Terminated,Miami,FL,United States,2,84494,AQUABEST SEAFOOD LLC,10711 SW 104th St,,33176-8162,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Domestic and Foreign distribution,F-0524-2020,"Sea Mart Frozen Yellowfin Tuna Loin, CO treated, skinless, boneless, bloodline removed, center cut 5-8 lbs, 30 lb package","9,630 lbs","Product recalled due to potentially elevated levels of Histamines. Product supplier, TPX, is recalling product which is related to a recent scombrotoxin poisoning outbreak in US.",Histamine,2019-11-26,2020-01-17,2020-01-29,Pack date 019022 and Expiry date 021022. (Julian Dates)  Aquabest Seafood lot #C6021222 ,2020-06-08
Terminated,Little Compton,RI,United States,2,84349,Northern Fisheries Ltd.,21 Burchard Ave,,02837-1602,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product to distributors in MD, GA, MN, CT, RI",F-0446-2020,Tuna King 2-3 oz. Tuna Medallions (1 lb. packages)  Production date 06/13/2019  Expiration: 06/13/2021  UPC: 815838020638  Lot: 0058797,805 Cases (contain 10 x 1lb packages),"Firm is voluntarily recalling tuna medallions, 4 oz and 6 oz tuna steaks and Tuna Saku (products of Vietnam) due to potentially elevated levels of histamine",Histamine,2019-11-22,2019-12-30,2019-12-11,Production date 06/13/2019  Expiration: 06/13/2021  UPC: 815838020638  Lot: 0058797 ,2020-04-10
Terminated,Pembroke Pines,FL,United States,2,69749,Heartlight Seafood LLC,429 SW 195th Ave,,33029-5459,Voluntary: Firm Initiated,E-Mail,"CA, NY, and NJ",F-0707-2015,"HeartLight Seafood brand Frozen Yellowfin Tuna Ground Meat (Thunnus albacares), IQF packed in a master carton of 10 x 1 lbs HDPE bags","42,000 lbs/ 4,200 cases",Product may have high histamine levels and may be unfit for human consumption.,Histamine,2014-11-11,2014-12-11,2014-12-17,"Lot numbers: 155080514161, 156080514161, and 157608051461;  Raw material lot numbers: 1415505, 1415605, and 14157605 ",2016-09-30
Terminated,Dearborn,MI,United States,2,87417,GREEN CITY DISTRIBUTION,13250 Rotunda Dr,,48120-1230,Voluntary: Firm Initiated,Telephone,"CA, MI, TN, NY",F-0335-2021,Al-Riyan Tuna Meat in Vegetable oil 7 oz. can   48 cans per case,1320 cases,High levels of histamines,Histamine,2021-02-19,2021-03-09,2021-03-17,P: 07/07/20  E: 06/07/20 ,2021-08-20
Terminated,Jessup,MD,United States,2,65075,Eastland Food Corporation,8305 Stayton Dr Ste C,,20794-3008,Voluntary: Firm Initiated,Letter,The product was distributed in the Eastern half of the US.,F-1391-2013,"Asia Best Salted Mackerel, 7 oz. vacuum packages, 25 pkgs/cases; labeled in part ***Eastland Food Corp. 8305 Stayton Drive Jessup, MD 20794 *** Product of Thailand *** Keep Frozen *** UPC 851035 408024***",210 cases,Salted mackerel contains histamines at a level indicating product decomposition.,Histamine,2013-05-01,2013-05-15,2013-05-22,"Best Before - February 29, 2014 ",2013-07-12
Terminated,Oakland,CA,United States,2,79056,Manicaretti Inc,5332 College Ave Ste 200,,94618-2811,Voluntary: Firm Initiated,Letter,"AZ, CA, CO, CT, HI, ID, IL, LA, MA, ME, MI, MN, OH, OK., PA, RI, SC, TN, UT, VA, WA",F-0698-2018,"IASA COLATURA DI ALICI DI CETARA   ANCHOVY EXTRACT; 100 ml and 250 ml sizes;    UPC 100 ml - 7 93232 54200 3;  UPC 250 ml - 7 93232 54203 4    Ingredients: Anchovies, Salt, Water.    Product of Italy.  Produced by ISA srl Pellezzano (SA)",811 CS FOR 100ML AND 101 CS FOR 250ML (6 units per case),Rapid Alert System for Food and Feed notification received from Italy regarding high histamine levels in imported anchovy sauce.,Histamine,2018-01-12,2018-02-01,2018-02-07,100ML  L.11/2015   EXP:11/30/2018  L.08/2016   EXP:08/31/2019  L.03/2017   EXP:03/31/2020  L.06/2017   EXP:06/30/2020  L.07/2017- EXP:07/31/2020  L.11/2017   EXP:11/30/2020    250ML  L.01/2016   EXP:01/31/2019  L.06/2016   EXP:06/30/2019  L.08/2017   EXP:08/31/2020 ,2018-05-08
Terminated,New Bedford,MA,United States,2,76259,"Pier Fish Company, Inc.",68 Conway St,,02740-7204,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",MA and OH,F-1513-2017,"Frozen Ground Tuna. Product is labeled in part: ""PIER FISH CO. 68 CONWAY ST NEW BEDFORD, MA 02740 COLUMBUS FISH & SFD TUNA GRIND LOT# 16185 PRODUCT OF : USA HARVESTED: WILD CAUGHT NET WT: 20 LBS",34 cases,Elevated histamine levels.,Histamine,2017-01-13,2017-02-16,2017-02-22,Lot# 16185 ,2017-02-16
Terminated,Miami,FL,United States,2,84494,AQUABEST SEAFOOD LLC,10711 SW 104th St,,33176-8162,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Domestic and Foreign distribution,F-0525-2020,"Sea Mart Frozen Yellowfin Tuna Saku, CO treated, skinless, boneless, bloodline removed, 10-12oz, 10 lb package","2,700 lbs","Product recalled due to potentially elevated levels of Histamines. Product supplier, TPX, is recalling product which is related to a recent scombrotoxin poisoning outbreak in US.",Histamine,2019-11-26,2020-01-17,2020-01-29,Pack date 019022 and Expiry dates 021022 (Julian Dates)  Aquabest Seafood lot #C6021223 ,2020-06-08
Terminated,Miami,FL,United States,2,84494,AQUABEST SEAFOOD LLC,10711 SW 104th St,,33176-8162,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Domestic and Foreign distribution,F-0523-2020,"Sea Mart Frozen Yellowfin Tuna Steak, CO treated, skinless, boneless, bloodline removed,  8 oz, 10lb package","9,450 lbs","Product recalled due to potentially elevated levels of Histamines. Product supplier, TPX, is recalling product which is related to a recent scombrotoxin poisoning outbreak in US.",Histamine,2019-11-26,2020-01-17,2020-01-29,"Pack dates 019022  and 019159 with Expiry dates 021022, 021159, respectively. (Julian Dates)  Aquabest Seafood lot #C6026038 ",2020-06-08
Terminated,Little Compton,RI,United States,2,84349,Northern Fisheries Ltd.,21 Burchard Ave,,02837-1602,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product to distributors in MD, GA, MN, CT, RI",F-0445-2020,"Tuna King 4 oz. and 6 oz. Tuna Steaks (frozen)  Production date 06/13/2019  Expiration: 06/13/2021  4 oz. UPC  815838020645, lot 0058798;  6 oz. UPC  815838020652, lot 0058799",1057 cases,"Firm is voluntarily recalling tuna medallions, 4 oz and 6 oz tuna steaks and Tuna Saku (products of Vietnam) due to potentially elevated levels of histamine",Histamine,2019-11-22,2019-12-30,2019-12-11,"Production date 06/13/2019  Expiration: 06/13/2021  4 oz. UPC  815838020645, lot 0058798;  6 oz. UPC  815838020652, lot 0058799 ",2020-04-10
Terminated,Little Compton,RI,United States,2,84440,Northern Fisheries Ltd.,21 Burchard Ave,,02837-1602,Voluntary: Firm Initiated,E-Mail,"Distributors in 5 states: FL, GA, NY, IL and RI",F-0459-2020,"Frozen Yellowfin Tuna Loins, 5-8 lbs, Keep Frozen, Imported/Distributed: Mical Seafood Inc., 10400 Griffin Rd, Suite #209, Cooper City, Florida 33328",200 cases,Products have the potential to cause scombrotoxin fish poisoning because they may have increased levels of histamine.,Histamine,2019-12-06,2020-01-06,2020-01-01,all 2019 production dates codes ,2020-06-12
Terminated,Compton,CA,United States,2,87100,"Khee Trading, Inc.",19905 S Susana Rd,,90221-5726,Voluntary: Firm Initiated,Letter,"MN, CA, NY, IL, TX,",F-0217-2021,Frozen Tuna Ground Meat - Khee Trading Brand  Product of Vietnam  22 Lb. Cartons (2 x 11 lb.),189 cartons,Potential elevated levels of histamine.,Histamine,2021-01-11,2021-01-21,2021-01-27,Lot code: 102313034142A F08.09 and 102313034142A F07.08; Expiration  6/8/22 and 6/9/22.  2-4-21 - ALL lots in shipment now included. ,2021-03-11
Terminated,Coral Gables,FL,United States,2,87678,QUIRCH FOODS,2701 S Le Jeune Rd,,33134-5809,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Domestic distribution only-PR,F-0472-2021,"Yellowfin Tuna portions   Frozen IVP-CO Treated, Net WT 20 LBS, Size 1 LB.",55 cases (20 X 1 lb per case),Fish decomposition and histamines,Histamine,2021-03-08,2021-04-30,2021-04-28,"Lot # 1413632, Best by Date:  9/7/2022 ",2021-09-01
Terminated,Little Compton,RI,United States,2,84440,Northern Fisheries Ltd.,21 Burchard Ave,,02837-1602,Voluntary: Firm Initiated,E-Mail,"Distributors in 5 states: FL, GA, NY, IL and RI",F-0461-2020,"Frozen Yellowfin Tuna Steak, 4 oz. and 6 oz., Keep Frozen, Imported/Distributed: Mical Seafood Inc., 10400 Griffin Rd, Suite #209, Cooper City, Florida 33328","1,052 cases",Products have the potential to cause scombrotoxin fish poisoning because they may have increased levels of histamine.,Histamine,2019-12-06,2020-01-06,2020-01-01,all 2019 production dates codes ,2020-06-12
Terminated,Boston,MA,United States,2,62399,"East Bay Seafood Co., Inc.",8 Seafood Way Unit 1b,,02210-2609,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, MA, NY, RI",F-1791-2012,Frozen Yellow Fin Tuna Loins (AAA)Co Treated Skinless  Frozen. 44 lbs./carton (3-4 Loins/Case)  Imported from Vietnam,"30,360 LBS (688 cases)",Tuna tested positive for histamines over 50ppm,Histamine,2012-06-22,2012-07-25,2012-08-01,"Lot#288381 (Day Code: 04-10-12, 04-11-12, 04-12-12) ",2012-08-08
Terminated,Miami,FL,United States,2,62888,Atlantic Fisheries,8195nw 67th Street,,33166,Voluntary: Firm Initiated,Letter,"Product was distributed to Winn Dixie Distribution Centers in FL, AL, and LA.",F-2128-2012,"Fresh Mahi Mahi Fillets,10 lb Styrofoam case, labeled in part: ""***Mahi Fillets S/ON Costa Rica Wild****KEEP AT 38 OR BELOW Keep refrigerated***ATLANTIC FISHERIES 8195 NW 67TH ST MIAMI FLORIDA 33166***TEL***FAX 305-594-4301***PACK U.S.A.",580 lbs,Atlantic Fisheries recalled 580 lbs of Mahi Mahi Fillets due to histamine levels over 50 ppm.,Histamine,2012-08-13,2012-09-05,2012-09-12,"Sell by dates of 8/11/12, 8/13/12, and 8/14/12. ",2014-05-22
Terminated,Woodside,NY,United States,2,79071,Despana Brand Foods,6001 31st Ave,,11377-1241,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, MA, CT, TX",F-0799-2018,DON BOCARTE ARTE EN EL PALADAR MIGAS BONITO DEL NORTE PESCA SELECTA DEL CANTABRICO; UPC: 8 43700227144,120 jars,Product may have elevated levels of Scombrotoxin (histamine).,Histamine,2018-01-29,2018-02-13,2018-02-14,Lot: 336 13 ,2018-08-01
Terminated,Minneapolis,MN,United States,2,87065,Ocean Providence Minneapolis LLC,212 28th Ave N,,55411-2706,Voluntary: Firm Initiated,Telephone,"IA, MN, ND NE, SD",F-0204-2021,"Frozen Ground Tuna, Wild Caught, Production Date:  06/01/2020.  Product of Vietnam, Net Wt: 11 lbs. x 2: 22 lbs. Imported by Khee Trading, Inc., Compton, CA  90221    The ground tuna comes in a 22 lb. master carton that has two 11 lb. inner cartons. Inner cartons have 11 packs of 1 lb. vacuum packed ground tuna.",790 lbs.,Ground Tuna may contain elevated levels of Histamine.,Histamine,2020-12-30,2021-01-12,2021-01-20,1023130 34142A ,2021-03-19
